Year,County,Hospital,OSHPDID,Measure,Risk Adjusted Rate,# of Deaths/Readmissions,# of Cases,Hospital Ratings,Location 1
2013-2014,Orange,La Palma Intercommunity Hospital,106301234,30-day Mortality,8.02,66,4,As Expected,"(33.8485, -118.03737)"
2013-2014,Orange,Los Alamitos Medical Center,106301248,30-day Readmission,12.34,384,45,As Expected,"(33.80327, -118.0674)"
2013-2014,Orange,Los Alamitos Medical Center,106301248,30-day Mortality,10.84,412,51,As Expected,"(33.80327, -118.0674)"
2013-2014,Orange,Mission Hospital Regional Medical Center,106301262,30-day Readmission,11.01,445,47,As Expected,"(33.56279, -117.66768)"
2013-2014,Orange,Mission Hospital Regional Medical Center,106301262,30-day Mortality,7.32,482,44,Better,"(33.56279, -117.66768)"
2013-2014,Orange,UC Irvine Medical Center,106301279,30-day Readmission,12.77,376,50,As Expected,"(33.7889, -117.89064)"
2013-2014,Orange,UC Irvine Medical Center,106301279,30-day Mortality,9.29,417,45,As Expected,"(33.7889, -117.89064)"
2013-2014,Orange,Garden Grove Hospital and Medical Center,106301283,30-day Readmission,6.89,66,5,As Expected,"(33.7745089, -117.9130315)"
2013-2014,Orange,Garden Grove Hospital and Medical Center,106301283,30-day Mortality,8.6,68,5,As Expected,"(33.7745089, -117.9130315)"
2013-2014,Orange,Placentia Linda Hospital,106301297,30-day Readmission,14.69,70,9,As Expected,"(33.88704521, -117.8431129)"
2013-2014,Orange,Placentia Linda Hospital,106301297,30-day Mortality,18.81,74,13,Worse,"(33.88704521, -117.8431129)"
2013-2014,Orange,Saddleback Memorial Medical Center,106301317,30-day Readmission,10.92,452,46,As Expected,"(33.60796, -117.70837)"
2013-2014,Orange,Saddleback Memorial Medical Center,106301317,30-day Mortality,11.46,503,84,As Expected,"(33.60796, -117.70837)"
2013-2014,Orange,Saint Joseph Hospital – Orange,106301340,30-day Readmission,15.06,425,60,As Expected,"(33.7823, -117.86516)"
2013-2014,Orange,Saint Joseph Hospital – Orange,106301340,30-day Mortality,10.65,468,55,As Expected,"(33.7823, -117.86516)"
2013-2014,Orange,Saint Jude Medical Center,106301342,30-day Readmission,9.3,535,51,As Expected,"(33.89349, -117.92851)"
2013-2014,Orange,Saint Jude Medical Center,106301342,30-day Mortality,8.9,592,75,As Expected,"(33.89349, -117.92851)"
2013-2014,Orange,West Anaheim Medical Center,106301379,30-day Readmission,11.12,104,12,As Expected,"(33.82482, -117.99492)"
2013-2014,Orange,West Anaheim Medical Center,106301379,30-day Mortality,8.67,114,10,As Expected,"(33.82482, -117.99492)"
2013-2014,Orange,Western Medical Center – Santa Ana,106301566,30-day Readmission,12.82,201,24,As Expected,"(33.75361, -117.83398)"
2013-2014,Orange,Western Medical Center – Santa Ana,106301566,30-day Mortality,12.78,228,33,As Expected,"(33.75361, -117.83398)"
2013-2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,30-day Readmission,11.86,537,64,As Expected,"(33.8544317, -117.8439815)"
2013-2014,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,106304409,30-day Mortality,9.91,575,51,As Expected,"(33.8544317, -117.8439815)"
2013-2014,Placer,Sutter Auburn Faith Hospital,106310791,30-day Readmission,5.75,160,8,As Expected,"(38.94452, -121.0982)"
2013-2014,Placer,Sutter Auburn Faith Hospital,106310791,30-day Mortality,11.4,163,17,As Expected,"(38.94452, -121.0982)"
2013-2014,Placer,Sutter Roseville Medical Center,106311000,30-day Readmission,9.12,478,43,As Expected,"(38.76439, -121.25055)"
2013-2014,Placer,Sutter Roseville Medical Center,106311000,30-day Mortality,11.38,528,65,As Expected,"(38.76439, -121.25055)"
2013-2014,Placer,Kaiser Foundation Hospital – Roseville,106314024,30-day Readmission,9.06,500,48,As Expected,"(38.74636, -121.25107)"
2013-2014,Placer,Kaiser Foundation Hospital – Roseville,106314024,30-day Mortality,8.31,531,57,As Expected,"(38.74636, -121.25107)"
2013-2014,Riverside,Corona Regional Medical Center – Main,106331152,30-day Readmission,15.59,122,18,As Expected,"(33.8733354, -117.5668015)"
2013-2014,Riverside,Corona Regional Medical Center – Main,106331152,30-day Mortality,4.61,126,4,As Expected,"(33.8733354, -117.5668015)"
2013-2014,Riverside,Desert Regional Medical Center,106331164,30-day Readmission,13.43,551,68,As Expected,"(33.83932, -116.54549)"
2013-2014,Riverside,Desert Regional Medical Center,106331164,30-day Mortality,14.21,616,90,Worse,"(33.83932, -116.54549)"
2013-2014,Riverside,Eisenhower Medical Center,106331168,30-day Readmission,12.16,786,86,As Expected,"(33.76418, -116.40808)"
2013-2014,Riverside,Eisenhower Medical Center,106331168,30-day Mortality,8.8,843,75,As Expected,"(33.76418, -116.40808)"
2013-2014,Riverside,Hemet Valley Medical Center,106331194,30-day Readmission,10.38,278,30,As Expected,"(33.75113, -116.95958)"
2013-2014,Riverside,Hemet Valley Medical Center,106331194,30-day Mortality,12.46,304,48,As Expected,"(33.75113, -116.95958)"
2013-2014,Riverside,John F. Kennedy Memorial Hospital,106331216,30-day Readmission,13.34,77,10,As Expected,"(33.70677, -116.23391)"
2013-2014,Riverside,John F. Kennedy Memorial Hospital,106331216,30-day Mortality,10.27,83,7,As Expected,"(33.70677, -116.23391)"
2013-2014,Riverside,Parkview Community Hospital Medical Center,106331293,30-day Readmission,15.35,163,25,As Expected,"(33.92573, -117.43996)"
2013-2014,Riverside,Parkview Community Hospital Medical Center,106331293,30-day Mortality,10.53,173,14,As Expected,"(33.92573, -117.43996)"
2013-2014,Riverside,Riverside Community Hospital,106331312,30-day Readmission,11.62,515,58,As Expected,"(33.97641, -117.37997)"
2013-2014,Riverside,Riverside Community Hospital,106331312,30-day Mortality,10.05,550,46,As Expected,"(33.97641, -117.37997)"
2013-2014,Riverside,San Gorgonio Memorial Hospital,106331326,30-day Readmission,15.88,61,9,As Expected,"(33.9295, -116.94678)"
2013-2014,Riverside,San Gorgonio Memorial Hospital,106331326,30-day Mortality,10.19,63,6,As Expected,"(33.9295, -116.94678)"
2013-2014,Riverside,Menifee Valley Medical Center,106334018,30-day Readmission,15.81,75,12,As Expected,"(33.72146, -117.15691)"
2013-2014,Riverside,Menifee Valley Medical Center,106334018,30-day Mortality,15.77,83,15,As Expected,"(33.72146, -117.15691)"
2013-2014,Riverside,Kaiser Foundation Hospital – Riverside,106334025,30-day Readmission,10.96,226,25,As Expected,"(33.9063, -117.47082)"
2013-2014,Riverside,Kaiser Foundation Hospital – Riverside,106334025,30-day Mortality,13.66,245,25,As Expected,"(33.9063, -117.47082)"
2013-2014,Riverside,Kaiser Foundation Hospital – Moreno Valley,106334048,30-day Readmission,13.93,125,19,As Expected,"(33.89519, -117.18094)"
2013-2014,Riverside,Kaiser Foundation Hospital – Moreno Valley,106334048,30-day Mortality,14.84,134,17,As Expected,"(33.89519, -117.18094)"
2013-2014,Riverside,Southwest Healthcare System – Murrieta,106334068,30-day Readmission,12.72,356,41,As Expected,"(33.55788, -117.18488)"
2013-2014,Riverside,Southwest Healthcare System – Murrieta,106334068,30-day Mortality,11.25,380,37,As Expected,"(33.55788, -117.18488)"
2013-2014,Riverside,Riverside County Regional Medical Center,106334487,30-day Readmission,9.71,298,27,As Expected,"(33.91187, -117.19525)"
2013-2014,Riverside,Riverside County Regional Medical Center,106334487,30-day Mortality,9.33,325,21,As Expected,"(33.91187, -117.19525)"
2013-2014,Riverside,Temecula Valley Hospital,106334564,30-day Readmission,13.84,71,9,As Expected,"(33.4795943, -117.1048018)"
2013-2014,Riverside,Temecula Valley Hospital,106334564,30-day Mortality,6.83,78,5,As Expected,"(33.4795943, -117.1048018)"
2013-2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,30-day Readmission,20.32,136,24,Worse,"(33.6122263, -117.1624483)"
2013-2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,30-day Mortality,5.6,144,6,As Expected,"(33.6122263, -117.1624483)"
2013-2014,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,30-day Readmission,11.2,389,46,As Expected,"(38.60197, -121.39232)"
2013-2014,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,30-day Mortality,12.22,439,68,As Expected,"(38.60197, -121.39232)"
2013-2014,Sacramento,Mercy General Hospital,106340947,30-day Readmission,11.15,341,40,As Expected,"(38.56955, -121.45271)"
2013-2014,Sacramento,Mercy General Hospital,106340947,30-day Mortality,7.31,370,27,As Expected,"(38.56955, -121.45271)"
2013-2014,Sacramento,Mercy San Juan Hospital,106340950,30-day Readmission,11.95,689,80,As Expected,"(38.66818, -121.31261)"
2013-2014,Sacramento,Mercy San Juan Hospital,106340950,30-day Mortality,11.02,771,99,As Expected,"(38.66818, -121.31261)"
2013-2014,Sacramento,Methodist Hospital of Sacramento,106340951,30-day Readmission,14.4,374,57,As Expected,"(38.46416, -121.41744)"
2013-2014,Sacramento,Methodist Hospital of Sacramento,106340951,30-day Mortality,12.53,404,44,As Expected,"(38.46416, -121.41744)"
2013-2014,Sacramento,UC Davis Medical Center,106341006,30-day Readmission,11.85,462,52,As Expected,"(38.55438, -121.45738)"
2013-2014,Sacramento,UC Davis Medical Center,106341006,30-day Mortality,10.17,509,41,As Expected,"(38.55438, -121.45738)"
2013-2014,Sacramento,Sutter General Hospital,106341051,30-day Readmission,7.64,417,30,Better,"(38.57176, -121.47008)"
2013-2014,Sacramento,Sutter General Hospital,106341051,30-day Mortality,10.73,445,38,As Expected,"(38.57176, -121.47008)"
2013-2014,Sacramento,Sutter Memorial Hospital,106341052,30-day Readmission,11.76,141,17,As Expected,"(38.57071, -121.43948)"
2013-2014,Sacramento,Sutter Memorial Hospital,106341052,30-day Mortality,10.49,158,16,As Expected,"(38.57071, -121.43948)"
2013-2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,30-day Readmission,9.4,470,52,As Expected,"(38.47144, -121.42409)"
2013-2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,30-day Mortality,8.38,502,42,As Expected,"(38.47144, -121.42409)"
2013-2014,Sacramento,Mercy Hospital – Folsom,106344029,30-day Readmission,14.98,138,18,As Expected,"(38.67223, -121.1428)"
2013-2014,Sacramento,Mercy Hospital – Folsom,106344029,30-day Mortality,9.16,149,11,As Expected,"(38.67223, -121.1428)"
2013-2014,San Benito,Hazel HawkiAs Expected Memorial Hospital,106350784,30-day Readmission,13.6,36,4,As Expected,"(36.835, -121.38609)"
2013-2014,San Benito,Hazel HawkiAs Expected Memorial Hospital,106350784,30-day Mortality,13.3,40,5,As Expected,"(36.835, -121.38609)"
2013-2014,San Bernardino,Chino Valley Medical Center,106361144,30-day Readmission,9.85,65,7,As Expected,"(34.02626, -117.687)"
2013-2014,San Bernardino,Chino Valley Medical Center,106361144,30-day Mortality,6.68,70,4,As Expected,"(34.02626, -117.687)"
2013-2014,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,30-day Readmission,10.94,506,59,As Expected,"(34.0725, -117.43549)"
2013-2014,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,30-day Mortality,11.43,554,56,As Expected,"(34.0725, -117.43549)"
2013-2014,San Bernardino,Loma Linda University Medical Center,106361246,30-day Readmission,9.22,514,45,As Expected,"(34.05164, -117.26146)"
2013-2014,San Bernardino,Loma Linda University Medical Center,106361246,30-day Mortality,13.54,580,70,Worse,"(34.05164, -117.26146)"
2013-2014,San Bernardino,Redlands Community Hospital,106361308,30-day Readmission,9.88,294,29,As Expected,"(34.03699, -117.2044)"
2013-2014,San Bernardino,Redlands Community Hospital,106361308,30-day Mortality,11.02,316,40,As Expected,"(34.03699, -117.2044)"
2013-2014,San Bernardino,San Antonio Community Hospital,106361318,30-day Readmission,12.37,462,53,As Expected,"(34.10056, -117.63828)"
2013-2014,San Bernardino,San Antonio Community Hospital,106361318,30-day Mortality,11.68,511,57,As Expected,"(34.10056, -117.63828)"
2013-2014,San Bernardino,Community Hospital of San Bernardino,106361323,30-day Readmission,17,31,5,As Expected,"(34.13138, -117.32245)"
2013-2014,San Bernardino,Community Hospital of San Bernardino,106361323,30-day Mortality,6.74,38,2,As Expected,"(34.13138, -117.32245)"
2013-2014,San Bernardino,Saint Bernadine Medical Center,106361339,30-day Readmission,13.35,249,33,As Expected,"(34.1341, -117.27865)"
2013-2014,San Bernardino,Saint Bernadine Medical Center,106361339,30-day Mortality,11.57,269,26,As Expected,"(34.1341, -117.27865)"
2013-2014,San Bernardino,Saint Mary Regional Medical Center,106361343,30-day Readmission,15.18,336,54,As Expected,"(34.54053, -117.26535)"
2013-2014,San Bernardino,Saint Mary Regional Medical Center,106361343,30-day Mortality,8.78,361,24,As Expected,"(34.54053, -117.26535)"
2013-2014,San Bernardino,Victor Valley Global Medical Center,106361370,30-day Readmission,16.24,84,13,As Expected,"(34.5281768, -117.2925622)"
2013-2014,San Bernardino,Victor Valley Global Medical Center,106361370,30-day Mortality,12.45,92,7,As Expected,"(34.5281768, -117.2925622)"
2013-2014,San Bernardino,Hi-Desert Medical Center,106362041,30-day Readmission,16.49,44,7,As Expected,"(34.13323, -116.27654)"
2013-2014,San Bernardino,Hi-Desert Medical Center,106362041,30-day Mortality,9.3,48,4,As Expected,"(34.13323, -116.27654)"
2013-2014,San Bernardino,Desert Valley Hospital,106364144,30-day Readmission,11.9,226,33,As Expected,"(34.47093, -117.29778)"
2013-2014,San Bernardino,Desert Valley Hospital,106364144,30-day Mortality,4.76,230,9,Better,"(34.47093, -117.29778)"
2013-2014,San Bernardino,Arrowhead Regional Medical Center,106364231,30-day Readmission,13.08,427,51,As Expected,"(34.07163215, -117.3527761)"
2013-2014,San Bernardino,Arrowhead Regional Medical Center,106364231,30-day Mortality,10.01,447,25,As Expected,"(34.07163215, -117.3527761)"
2013-2014,San Bernardino,Barstow Community Hospital,106364430,30-day Readmission,10.14,93,10,As Expected,"(34.8935263, -117.0168841)"
2013-2014,San Bernardino,Barstow Community Hospital,106364430,30-day Mortality,17.04,97,12,As Expected,"(34.8935263, -117.0168841)"
2013-2014,San Diego,Alvarado Hospital,106370652,30-day Readmission,14.72,132,21,As Expected,"(32.77708, -117.05683)"
2013-2014,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,30-day Readmission,15.52,40,6,As Expected,"(32.69427, -117.16808)"
2013-2014,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,30-day Mortality,12.38,41,6,As Expected,"(32.69427, -117.16808)"
2013-2014,San Diego,Sharp Memorial Hospital,106370694,30-day Readmission,9.86,569,53,As Expected,"(32.80016, -117.15531)"
2013-2014,San Diego,Sharp Memorial Hospital,106370694,30-day Mortality,10.93,645,69,As Expected,"(32.80016, -117.15531)"
2013-2014,San Diego,Grossmont Hospital,106370714,30-day Readmission,13.85,879,125,As Expected,"(32.77963, -117.00924)"
2013-2014,San Diego,Grossmont Hospital,106370714,30-day Mortality,9.26,969,100,As Expected,"(32.77963, -117.00924)"
2013-2014,San Diego,Kaiser Foundation Hospital – San Diego,106370730,30-day Readmission,10.14,499,50,As Expected,"(32.79287, -117.09447)"
2013-2014,San Diego,Kaiser Foundation Hospital – San Diego,106370730,30-day Mortality,10.89,548,57,As Expected,"(32.79287, -117.09447)"
2013-2014,San Diego,Scripps Mercy Hospital,106370744,30-day Readmission,12.54,716,85,As Expected,"(32.75128, -117.1609)"
2013-2014,San Diego,Scripps Mercy Hospital,106370744,30-day Mortality,8.97,781,65,As Expected,"(32.75128, -117.1609)"
2013-2014,San Diego,Palomar Heath Downtown Campus,106370755,30-day Readmission,10.76,751,72,As Expected,"(33.12622, -117.07585)"
2013-2014,San Diego,Palomar Heath Downtown Campus,106370755,30-day Mortality,9.07,818,79,As Expected,"(33.12622, -117.07585)"
2013-2014,San Diego,Paradise Valley Hospital,106370759,30-day Readmission,12.42,97,14,As Expected,"(32.6863293, -117.0830382)"
2013-2014,San Diego,Paradise Valley Hospital,106370759,30-day Mortality,7.49,98,5,As Expected,"(32.6863293, -117.0830382)"
2013-2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,30-day Readmission,15.63,364,54,As Expected,"(32.88506, -117.22279)"
2013-2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,30-day Mortality,9.31,417,57,As Expected,"(32.88506, -117.22279)"
2013-2014,San Diego,Tri-City Medical Center – OceaAs Expectedide,106370780,30-day Readmission,12.54,489,57,As Expected,"(33.18394, -117.29027)"
2013-2014,San Diego,Tri-City Medical Center – OceaAs Expectedide,106370780,30-day Mortality,8.18,534,50,As Expected,"(33.18394, -117.29027)"
2013-2014,San Diego,UC San Diego Medical Center,106370782,30-day Readmission,15.5,343,50,As Expected,"(32.75387, -117.16498)"
2013-2014,San Diego,UC San Diego Medical Center,106370782,30-day Mortality,8.05,370,29,As Expected,"(32.75387, -117.16498)"
2013-2014,San Diego,Sharp Chula Vista Medical Center,106370875,30-day Readmission,14.06,446,64,As Expected,"(32.61909, -117.02488)"
2013-2014,San Diego,Sharp Chula Vista Medical Center,106370875,30-day Mortality,8.74,481,38,As Expected,"(32.61909, -117.02488)"
2013-2014,San Diego,Pomerado Hospital,106370977,30-day Readmission,8.43,170,12,As Expected,"(32.99563, -117.05784)"
2013-2014,San Diego,Pomerado Hospital,106370977,30-day Mortality,11.1,190,25,As Expected,"(32.99563, -117.05784)"
2013-2014,San Diego,Scripps Green Hospital,106371256,30-day Readmission,11.15,173,19,As Expected,"(32.89654, -117.2419)"
2013-2014,San Diego,Scripps Green Hospital,106371256,30-day Mortality,7.15,188,17,As Expected,"(32.89654, -117.2419)"
2013-2014,San Diego,Scripps Memorial Hospital – Encinitas,106371394,30-day Readmission,9.93,322,30,As Expected,"(33.0363, -117.28495)"
2013-2014,San Diego,Scripps Memorial Hospital – Encinitas,106371394,30-day Mortality,7.4,356,40,As Expected,"(33.0363, -117.28495)"
